"filename", "language", "JSON", "JSON with Comments", "C#", "TypeScript", "HTML", "Database", "CSS", "Markdown", "XML", "comment", "blank", "total"
"c:\Users\k1212\Documents\FamilyApp\client\src\app\errors\test-error\test-error.component.html", "HTML", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 2, 16
"c:\Users\k1212\Documents\FamilyApp\client\src\app\errors\test-error\test-error.component.ts", "TypeScript", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 10, 56
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family-lists\family-list-card\family-list-card.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family-lists\family-list-card\family-list-card.component.html", "HTML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family-lists\family-list-card\family-list-card.component.ts", "TypeScript", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 9, 60
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family-member\family-member-card\family-member-card.component.css", "CSS", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 7, 46
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family-member\family-member-card\family-member-card.component.html", "HTML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family-member\family-member-card\family-member-card.component.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 5, 20
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family-member\family-member-details\family-member-details.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family-member\family-member-details\family-member-details.component.html", "HTML", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 1, 53
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family-member\family-member-details\family-member-details.component.ts", "TypeScript", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 6, 53
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-chat\family-chat.component.css", "CSS", 0, 0, 0, 0, 0, 0, 72, 0, 0, 4, 15, 91
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-chat\family-chat.component.html", "HTML", 0, 0, 0, 0, 46, 0, 0, 0, 0, 2, 3, 51
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-chat\family-chat.component.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 7, 48
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-home\family-home.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-home\family-home.component.html", "HTML", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 6, 44
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-home\family-home.component.ts", "TypeScript", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-lists\family-lists.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-lists\family-lists.component.html", "HTML", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 4, 40
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-lists\family-lists.component.ts", "TypeScript", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 9, 74
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-member-list\family-member-list.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-member-list\family-member-list.component.html", "HTML", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 6, 44
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-member-list\family-member-list.component.ts", "TypeScript", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 8, 53
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-photo-edytor\family-photo-edytor.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-photo-edytor\family-photo-edytor.component.html", "HTML", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 2, 77
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-photo-edytor\family-photo-edytor.component.ts", "TypeScript", 0, 0, 0, 89, 0, 0, 0, 0, 0, 3, 11, 103
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-photos\family-photos.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-photos\family-photos.component.html", "HTML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10
"c:\Users\k1212\Documents\FamilyApp\client\src\app\family\family-photos\family-photos.component.ts", "TypeScript", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 5, 42
"c:\Users\k1212\Documents\FamilyApp\client\src\app\home\home.component.css", "CSS", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 1, 20
"c:\Users\k1212\Documents\FamilyApp\client\src\app\home\home.component.html", "HTML", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 2, 20
"c:\Users\k1212\Documents\FamilyApp\client\src\app\home\home.component.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 25
"c:\Users\k1212\Documents\FamilyApp\client\src\app\invitations\add-invitation\add-invitation.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\invitations\add-invitation\add-invitation.component.html", "HTML", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\k1212\Documents\FamilyApp\client\src\app\invitations\add-invitation\add-invitation.component.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 7, 43
"c:\Users\k1212\Documents\FamilyApp\client\src\app\invitations\invitation-received-card\invitation-received-card.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\invitations\invitation-received-card\invitation-received-card.component.html", "HTML", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 30
"c:\Users\k1212\Documents\FamilyApp\client\src\app\invitations\invitation-received-card\invitation-received-card.component.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 6, 34
"c:\Users\k1212\Documents\FamilyApp\client\src\app\invitations\invitation-sent-card\invitation-sent-card.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\invitations\invitation-sent-card\invitation-sent-card.component.html", "HTML", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 25
"c:\Users\k1212\Documents\FamilyApp\client\src\app\invitations\invitation-sent-card\invitation-sent-card.component.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\k1212\Documents\FamilyApp\client\src\app\invitations\invitations\invitations.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\invitations\invitations\invitations.component.html", "HTML", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 4, 47
"c:\Users\k1212\Documents\FamilyApp\client\src\app\invitations\invitations\invitations.component.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 6, 40
"c:\Users\k1212\Documents\FamilyApp\client\src\app\lists\lists.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\lists\lists.component.html", "HTML", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 2, 35
"c:\Users\k1212\Documents\FamilyApp\client\src\app\lists\lists.component.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 7, 41
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-card\member-card.component.css", "CSS", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 7, 46
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-card\member-card.component.html", "HTML", 0, 0, 0, 0, 28, 0, 0, 0, 0, 1, 2, 31
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-card\member-card.component.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 25
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-detail\member-detail.component.css", "CSS", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 3, 17
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-detail\member-detail.component.html", "HTML", 0, 0, 0, 0, 43, 0, 0, 0, 0, 11, 1, 55
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-detail\member-detail.component.ts", "TypeScript", 0, 0, 0, 75, 0, 0, 0, 0, 0, 1, 11, 87
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-edit\member-edit.component.css", "CSS", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 2, 15
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-edit\member-edit.component.html", "HTML", 0, 0, 0, 0, 53, 0, 0, 0, 0, 19, 2, 74
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-edit\member-edit.component.ts", "TypeScript", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 7, 52
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-list\member-list.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-list\member-list.component.html", "HTML", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 10, 90
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-list\member-list.component.ts", "TypeScript", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 8, 54
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-messages\member-messages.component.css", "CSS", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 3, 19
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-messages\member-messages.component.html", "HTML", 0, 0, 0, 0, 47, 0, 0, 0, 0, 2, 1, 50
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\member-messages\member-messages.component.ts", "TypeScript", 0, 0, 0, 24, 0, 0, 0, 0, 0, 4, 5, 33
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\photo-edytor\photo-edytor.component.css", "CSS", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\photo-edytor\photo-edytor.component.html", "HTML", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 14, 87
"c:\Users\k1212\Documents\FamilyApp\client\src\app\members\photo-edytor\photo-edytor.component.ts", "TypeScript", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 11, 94
"c:\Users\k1212\Documents\FamilyApp\client\src\app\messages\messages.component.css", "CSS", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\k1212\Documents\FamilyApp\client\src\app\messages\messages.component.html", "HTML", 0, 0, 0, 0, 53, 0, 0, 0, 0, 27, 5, 85
"c:\Users\k1212\Documents\FamilyApp\client\src\app\messages\messages.component.ts", "TypeScript", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 8, 50
"c:\Users\k1212\Documents\FamilyApp\client\src\app\modals\confirm-dialog\confirm-dialog.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\modals\confirm-dialog\confirm-dialog.component.html", "HTML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\k1212\Documents\FamilyApp\client\src\app\modals\confirm-dialog\confirm-dialog.component.ts", "TypeScript", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\k1212\Documents\FamilyApp\client\src\app\modals\create-shopping-list-modal\create-shopping-list-modal.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\modals\create-shopping-list-modal\create-shopping-list-modal.component.html", "HTML", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 11, 75
"c:\Users\k1212\Documents\FamilyApp\client\src\app\modals\create-shopping-list-modal\create-shopping-list-modal.component.ts", "TypeScript", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 11, 70
"c:\Users\k1212\Documents\FamilyApp\client\src\app\modals\edit-shopping-list-modal\edit-shopping-list-modal.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\modals\edit-shopping-list-modal\edit-shopping-list-modal.component.html", "HTML", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 6, 52
"c:\Users\k1212\Documents\FamilyApp\client\src\app\modals\edit-shopping-list-modal\edit-shopping-list-modal.component.ts", "TypeScript", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 10, 68
"c:\Users\k1212\Documents\FamilyApp\client\src\app\modals\roles-modal\roles-modal.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\modals\roles-modal\roles-modal.component.html", "HTML", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 22
"c:\Users\k1212\Documents\FamilyApp\client\src\app\modals\roles-modal\roles-modal.component.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 25
"c:\Users\k1212\Documents\FamilyApp\client\src\app\nav\nav.component.css", "CSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\Users\k1212\Documents\FamilyApp\client\src\app\nav\nav.component.html", "HTML", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 5, 73
"c:\Users\k1212\Documents\FamilyApp\client\src\app\nav\nav.component.ts", "TypeScript", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 7, 37
"c:\Users\k1212\Documents\FamilyApp\client\src\app\register\register.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\register\register.component.html", "HTML", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 4, 45
"c:\Users\k1212\Documents\FamilyApp\client\src\app\register\register.component.ts", "TypeScript", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 11, 71
"c:\Users\k1212\Documents\FamilyApp\client\src\app\user-families\add-family\add-family.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\user-families\add-family\add-family.component.html", "HTML", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 3, 20
"c:\Users\k1212\Documents\FamilyApp\client\src\app\user-families\add-family\add-family.component.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 7, 43
"c:\Users\k1212\Documents\FamilyApp\client\src\app\user-families\family-card\family-card.component.css", "CSS", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 7, 46
"c:\Users\k1212\Documents\FamilyApp\client\src\app\user-families\family-card\family-card.component.html", "HTML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\k1212\Documents\FamilyApp\client\src\app\user-families\family-card\family-card.component.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\k1212\Documents\FamilyApp\client\src\app\user-families\user-families-list\user-families-list.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\k1212\Documents\FamilyApp\client\src\app\user-families\user-families-list\user-families-list.component.html", "HTML", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 6, 46
"c:\Users\k1212\Documents\FamilyApp\client\src\app\user-families\user-families-list\user-families-list.component.ts", "TypeScript", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 9, 58
"c:\Users\k1212\Documents\FamilyApp\client\src\assets\i18n\en.json", "JSON", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66
"c:\Users\k1212\Documents\FamilyApp\client\src\assets\i18n\pl.json", "JSON", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72
"c:\Users\k1212\Documents\FamilyApp\client\src\environments\environment.development.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\k1212\Documents\FamilyApp\client\src\environments\environment.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\k1212\Documents\FamilyApp\client\src\index.html", "HTML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\Users\k1212\Documents\FamilyApp\client\src\main.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 8
"c:\Users\k1212\Documents\FamilyApp\client\src\styles.css", "CSS", 0, 0, 0, 0, 0, 0, 43, 0, 0, 1, 11, 55
"c:\Users\k1212\Documents\FamilyApp\client\tsconfig.app.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 15
"c:\Users\k1212\Documents\FamilyApp\client\tsconfig.json", "JSON with Comments", 0, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 34
"c:\Users\k1212\Documents\FamilyApp\client\tsconfig.spec.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 15
"c:\Users\k1212\Documents\FamilyApp\global.json", "JSON", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"Total", "-", 13462, 32, 7127, 2697, 1296, 770, 330, 14, 19, 143, 3085, 28975
